"","s1.pileup.freq","s2.pileup.freq","s3.pileup.freq","s4.pileup.freq","s5.pileup.freq"
"chr1:23847406",8762,8675,7132,10407,7932
"chr1:23847407",8906,8824,7207,10549,7984
"chr1:23847408",8896,8868,7251,10565,8015
"chr1:23847409",8982,8956,7321,10667,8067
"chr1:23847410",9002,9015,7376,10714,8118
"chr1:23847411",9021,9082,7398,10738,8138
"chr1:23847412",9050,9133,7422,10740,8169
"chr1:23847413",9174,9359,7620,10949,8322
"chr1:23847414",9242,9482,7695,11038,8368
"chr1:23847415",9406,9673,7855,11264,8475
"chr1:23847416",9454,9802,7909,11297,8532
"chr1:23847417",9444,9803,7913,11276,8546
"chr1:23847418",9562,9972,8026,11448,8679
"chr1:23847419",9570,10011,8059,11514,8710
"chr1:23847420",9605,10021,8092,11549,8726
"chr1:23847421",10169,10594,8557,12122,9166
"chr1:23847422",10273,10752,8669,12231,9317
"chr1:23847423",10267,10818,8704,12324,9363
"chr1:23847424",10553,11013,8936,12590,9592
"chr1:23847425",10634,11098,9021,12710,9668
"chr1:23847426",10661,11163,9081,12770,9705
"chr1:23847427",10665,11177,9110,12724,9716
"chr1:23847428",10690,11235,9143,12776,9758
"chr1:23847429",10705,11245,9177,12783,9780
"chr1:23847430",10916,11329,9297,12959,9935
"chr1:23847431",10932,11330,9303,12981,9968
"chr1:23847432",10915,11305,9306,12978,9954
"chr1:23847433",11135,11474,9522,13293,10153
"chr1:23847434",11171,11528,9551,13355,10203
"chr1:23847435",11179,11527,9574,13318,10233
"chr1:23847436",11223,11630,9646,13377,10301
"chr1:23847437",11250,11670,9685,13371,10341
"chr1:23847438",11237,11664,9687,13372,10344
"chr1:23847439",11232,11676,9701,13360,10355
"chr1:23847440",11311,11771,9742,13426,10420
"chr1:23847441",11308,11790,9744,13406,10432
"chr1:23847442",11289,11775,9757,13398,10441
"chr1:23847443",11440,12019,9873,13593,10606
"chr1:23847444",11444,12081,9886,13598,10627
"chr1:23847445",11437,12075,9865,13594,10601
"chr1:23847446",11398,12031,9839,13555,10572
"chr1:23847447",11399,12046,9828,13570,10580
"chr1:23847448",11356,12017,9829,13521,10575
"chr1:23847449",11413,12107,9862,13571,10609
"chr1:23847450",11422,12093,9851,13553,10598
"chr1:23847451",11319,12044,9791,13480,10558
"chr1:23847452",11440,12137,9831,13558,10617
"chr1:23847453",11458,12172,9828,13557,10638
"chr1:23847454",11425,12151,9835,13513,10623
"chr1:23847455",11493,12267,9889,13572,10678
"chr1:23847456",11455,12249,9893,13547,10662
"chr1:23847457",11511,12327,9936,13622,10706
"chr1:23847458",11508,12299,9933,13536,10692
"chr1:23847459",11347,12136,9788,13409,10577
"chr1:23847460",11335,12161,9775,13383,10543
"chr1:23847461",11318,12168,9763,13343,10532
"chr1:23847462",11209,12081,9689,13222,10455
"chr1:23847463",11302,12120,9779,13250,10522
"chr1:23847464",11263,12047,9770,13197,10503
"chr1:23847465",11169,12008,9725,13112,10414
"chr1:23847466",11356,12149,9891,13217,10593
"chr1:23847467",11367,12237,9896,13222,10612
"chr1:23847468",11352,12269,9829,13216,10596
"chr1:23847469",11549,12480,9936,13423,10715
"chr1:23847470",11650,12592,10003,13500,10804
"chr1:23847471",11553,12535,9944,13403,10692
"chr1:23847472",11488,12518,9998,13370,10657
"chr1:23847473",11597,12588,10035,13366,10728
"chr1:23847474",11581,12598,10023,13358,10702
"chr1:23847475",11671,12680,10105,13444,10773
"chr1:23847476",11703,12704,10124,13456,10802
"chr1:23847477",11616,12667,10080,13439,10740
"chr1:23847478",11901,12918,10301,13640,10940
"chr1:23847479",11929,12983,10346,13672,11001
"chr1:23847480",11875,12975,10315,13644,10930
"chr1:23847481",11932,13038,10370,13658,10979
"chr1:23847482",12149,13257,10468,13816,11124
"chr1:23847483",12137,13237,10440,13821,11121
"chr1:23847484",12175,13262,10514,13820,11144
"chr1:23847485",12183,13270,10511,13795,11124
"chr1:23847486",12106,13181,10462,13679,11050
"chr1:23847487",12024,13146,10359,13610,10989
"chr1:23847488",12066,13202,10415,13628,11036
"chr1:23847489",12048,13182,10413,13595,11038
"chr1:23847490",12156,13173,10477,13664,11129
"chr1:23847491",12182,13218,10486,13679,11173
"chr1:23847492",11893,12952,10248,13463,10916
"chr1:23847493",11935,12965,10193,13436,10879
"chr1:23847494",11934,12969,10179,13482,10888
"chr1:23847495",11738,12836,10071,13327,10740
"chr1:23847496",12150,13081,10365,13631,11059
"chr1:23847497",12208,13163,10445,13712,11160
"chr1:23847498",12154,13107,10414,13686,11131
"chr1:23847499",12263,13145,10487,13753,11176
"chr1:23847500",12328,13218,10535,13819,11259
"chr1:23847501",12106,13123,10482,13779,11120
"chr1:23847502",12256,13202,10536,13809,11194
"chr1:23847503",12240,13156,10516,13816,11165
"chr1:23847504",12039,13067,10454,13703,11088
"chr1:23847505",12443,13311,10690,14039,11377
"chr1:23847506",12441,13314,10703,14062,11367
"chr1:23847507",12296,13132,10620,13873,11251
"chr1:23847508",12403,13184,10693,13955,11319
"chr1:23847509",12477,13264,10684,13988,11338
"chr1:23847510",12501,13338,10728,14024,11413
"chr1:23847511",12646,13466,10809,14119,11515
"chr1:23847512",12613,13508,10795,14138,11494
"chr1:23847513",12432,13339,10674,13969,11320
"chr1:23847514",12453,13315,10688,13950,11356
"chr1:23847515",12449,13314,10649,13923,11312
"chr1:23847516",12364,13225,10582,13841,11217
"chr1:23847517",12396,13257,10592,13842,11241
"chr1:23847518",12351,13191,10522,13786,11196
"chr1:23847519",12328,13181,10532,13777,11177
"chr1:23847520",12442,13295,10628,13904,11263
"chr1:23847521",12408,13278,10582,13816,11248
"chr1:23847522",12247,13065,10495,13674,11146
"chr1:23847523",12215,13033,10498,13649,11169
"chr1:23847524",12132,12974,10492,13567,11119
"chr1:23847525",11856,12754,10298,13259,10908
"chr1:23847526",12106,12898,10511,13446,11083
"chr1:23847527",12693,13351,11044,14038,11528
"chr1:23847528",12804,13463,11213,14186,11703
"chr1:23847529",12824,13479,11256,14206,11691
"chr1:23847530",12559,13258,11086,14013,11493
"chr1:23847531",12562,13247,11038,13958,11496
"chr1:23847532",12534,13140,10976,13901,11442
"chr1:23847533",12349,12919,10841,13662,11255
"chr1:23847534",12359,12943,10881,13687,11299
"chr1:23847535",12336,12943,10882,13682,11286
"chr1:23847536",12610,13140,11077,13955,11513
"chr1:23847537",12605,13052,11053,13912,11502
"chr1:23847538",12400,12907,10936,13757,11375
"chr1:23847539",12401,12889,10948,13758,11372
"chr1:23847540",12316,12826,10820,13680,11300
"chr1:23847541",12269,12774,10778,13638,11257
"chr1:23847542",12227,12737,10738,13627,11214
"chr1:23847543",12086,12568,10645,13501,11099
"chr1:23847544",12163,12665,10704,13737,11130
"chr1:23847545",12109,12659,10687,13760,11107
"chr1:23847546",12107,12645,10714,13758,11102
"chr1:23847547",12139,12659,10735,13838,11100
"chr1:23847548",12053,12579,10643,13723,11001
"chr1:23847549",11888,12451,10528,13596,10869
"chr1:23847550",11855,12410,10486,13553,10790
"chr1:23847551",11861,12417,10473,13537,10786
"chr1:23847552",11819,12374,10443,13474,10747
"chr1:23847553",11755,12333,10396,13420,10699
"chr1:23847554",11724,12276,10378,13408,10673
"chr1:23847555",11795,12326,10406,13456,10692
"chr1:23847556",11810,12270,10393,13485,10694
"chr1:23847557",11801,12225,10377,13445,10664
"chr1:23847558",11746,12176,10340,13333,10608
"chr1:23847559",11599,12063,10239,13196,10483
"chr1:23847560",11598,12024,10236,13175,10470
"chr1:23847561",11576,12011,10201,13129,10439
"chr1:23847562",11588,12033,10223,13198,10443
"chr1:23847563",11556,11988,10195,13181,10429
"chr1:23848329",7405,7677,6269,8760,7607
"chr1:23848330",7589,7943,6458,8965,7801
"chr1:23848331",7655,8068,6562,9067,7876
"chr1:23848332",7747,8216,6671,9207,7973
"chr1:23848333",7784,8345,6788,9323,8097
"chr1:23848334",7966,8498,6987,9480,8293
"chr1:23848335",8007,8546,7015,9518,8339
"chr1:23848336",8109,8663,7067,9606,8447
"chr1:23848337",8204,8718,7150,9690,8505
"chr1:23848338",8195,8690,7164,9693,8524
"chr1:23848339",8381,8886,7296,9895,8710
"chr1:23848340",8417,8917,7356,9978,8747
"chr1:23848341",8418,8933,7371,9973,8773
"chr1:23848342",8522,9024,7478,10107,8908
"chr1:23848343",8609,9060,7523,10206,9037
"chr1:23848344",8614,9117,7539,10232,9048
"chr1:23848345",8836,9221,7694,10362,9272
"chr1:23848346",8983,9357,7805,10552,9409
"chr1:23848347",8998,9408,7839,10558,9426
"chr1:23848348",9210,9642,8021,10754,9657
"chr1:23848349",9472,9829,8241,10989,9816
"chr1:23848350",9466,9859,8275,11049,9850
"chr1:23848351",9437,9906,8288,10989,9881
"chr1:23848352",9514,10000,8334,11132,9959
"chr1:23848353",9490,10021,8337,11111,10004
"chr1:23848354",9737,10248,8477,11289,10245
"chr1:23848355",9839,10422,8567,11369,10333
"chr1:23848356",9843,10432,8573,11365,10348
"chr1:23848357",10148,10656,8837,11715,10662
"chr1:23848358",10191,10700,8889,11771,10729
"chr1:23848359",10205,10707,8889,11785,10725
"chr1:23848360",10231,10753,8908,11831,10760
"chr1:23848361",10187,10753,8896,11829,10760
"chr1:23848362",10127,10727,8879,11764,10750
"chr1:23848363",10152,10808,8928,11852,10784
"chr1:23848364",10150,10818,8928,11883,10792
"chr1:23848365",10197,10916,9018,11897,10863
"chr1:23848366",10407,11183,9177,12124,11055
"chr1:23848367",10417,11245,9185,12198,11100
"chr1:23848368",10303,11206,9169,12128,11049
"chr1:23848369",10571,11449,9386,12378,11221
"chr1:23848370",10593,11470,9430,12397,11249
"chr1:23848371",10459,11346,9341,12247,11165
"chr1:23848372",10516,11382,9378,12319,11163
"chr1:23848373",10571,11486,9414,12416,11217
"chr1:23848374",10686,11636,9518,12640,11306
"chr1:23848375",10704,11723,9596,12732,11394
"chr1:23848376",10682,11737,9600,12788,11389
"chr1:23848377",10769,11796,9679,12879,11498
"chr1:23848378",10960,12031,9847,13117,11694
"chr1:23848379",10969,12041,9892,13157,11749
"chr1:23848380",10952,12039,9896,13200,11764
"chr1:23848381",11222,12256,10060,13449,11945
"chr1:23848382",11243,12264,10050,13505,11941
"chr1:23848383",11157,12198,10011,13444,11897
"chr1:23848384",11351,12394,10112,13647,12053
"chr1:23848385",11365,12420,10131,13733,12075
"chr1:23848386",11291,12366,10102,13651,12055
"chr1:23848387",11363,12486,10173,13767,12128
"chr1:23848388",11705,12741,10369,14130,12320
"chr1:23848389",11709,12784,10384,14145,12323
"chr1:23848390",11581,12772,10316,14135,12284
"chr1:23848391",11598,12767,10339,14155,12271
"chr1:23848392",11484,12640,10225,13940,12180
"chr1:23848393",11548,12769,10267,14022,12188
"chr1:23848394",11558,12784,10271,14099,12196
"chr1:23848395",11527,12798,10249,14220,12212
"chr1:23848396",11998,13329,10667,14776,12726
"chr1:23848397",12029,13454,10721,14843,12768
"chr1:23848398",12019,13476,10777,14959,12850
"chr1:23848399",11977,13504,10766,14996,12849
"chr1:23848400",11957,13521,10792,15042,12857
"chr1:23848401",11898,13458,10753,14978,12824
"chr1:23848402",11892,13508,10783,14980,12803
"chr1:23848403",11895,13528,10806,15008,12782
"chr1:23848404",12102,13852,10976,15333,12973
"chr1:23848405",12359,14079,11157,15508,13179
"chr1:23848406",12359,14137,11212,15558,13255
"chr1:23848407",12342,14132,11217,15564,13266
"chr1:23848408",12325,14120,11210,15652,13284
"chr1:23848409",12370,14123,11231,15699,13335
"chr1:23848410",12378,14113,11228,15706,13326
"chr1:23848411",12401,14106,11226,15754,13340
"chr1:23848412",12422,14151,11226,15767,13333
"chr1:23848413",12357,14100,11204,15754,13257
"chr1:23848414",12462,14180,11296,15869,13339
"chr1:23848415",12459,14229,11313,15879,13341
"chr1:23848416",12240,14090,11154,15683,13162
"chr1:23848417",12217,14151,11153,15752,13194
"chr1:23848418",12235,14156,11176,15789,13190
"chr1:23848419",12146,14063,11127,15682,13120
"chr1:23848420",12219,14168,11204,15836,13202
"chr1:23848421",12200,14159,11198,15849,13205
"chr1:23848422",12051,14020,11151,15767,13082
"chr1:23848423",12037,14031,11109,15815,13033
"chr1:23848424",12004,13967,11067,15726,12940
"chr1:23848425",11828,13746,10869,15493,12685
"chr1:23848426",11903,13889,10968,15620,12776
"chr1:23848427",11917,13935,10972,15659,12821
"chr1:23848428",11857,13866,10968,15615,12803
"chr1:23848429",12016,14031,11093,15845,12991
"chr1:23848430",11991,14033,11100,15840,12976
"chr1:23848431",11989,14006,11108,15818,12943
"chr1:23848432",11915,13956,11027,15742,12848
"chr1:23848433",11842,13894,10988,15636,12730
"chr1:23848434",11893,13943,11031,15703,12789
"chr1:23848435",12028,14057,11084,15860,12915
"chr1:23848436",12058,14101,11118,15943,12971
"chr1:23848437",12021,14113,11131,15962,12969
"chr1:23848438",12021,14088,11122,15963,12930
"chr1:23848439",12053,14101,11141,16002,12978
"chr1:23848440",12030,14061,11118,15945,12944
"chr1:23848441",12012,14028,11092,15945,12917
"chr1:23848442",12026,14054,11120,16001,12946
"chr1:23848443",11975,13956,11088,15907,12854
"chr1:23848444",12043,13999,11144,15995,12909
"chr1:23848445",12032,14025,11144,15959,12865
"chr1:23848446",11876,13885,11094,15825,12707
"chr1:23848447",11948,14033,11180,16022,12844
"chr1:23848448",11954,14052,11208,16027,12876
"chr1:23848449",11874,13972,11160,15911,12804
"chr1:23848450",11871,14026,11192,15905,12858
"chr1:23848451",11848,13954,11144,15812,12812
"chr1:23848452",11540,13599,10980,15564,12572
"chr1:23848453",11741,13859,11081,15744,12731
"chr1:23848454",11779,13922,11134,15771,12764
"chr1:23848455",11793,14004,11177,15881,12869
"chr1:23848456",11832,14084,11175,15980,12837
"chr1:23848457",11802,14028,11164,15875,12766
"chr1:23848458",11727,13921,11111,15796,12718
"chr1:23848459",11795,14048,11157,15877,12784
"chr1:23848460",11789,14053,11132,15858,12775
"chr1:23848461",11762,14002,11137,15848,12728
"chr1:23848462",11812,14041,11171,15933,12781
"chr1:23848463",11761,13915,11105,15937,12696
"chr1:23848464",11694,13848,11015,15888,12590
"chr1:23848465",11577,13698,10972,15804,12500
"chr1:23848466",11641,13784,10992,15794,12473
"chr1:23848467",11601,13757,10980,15803,12453
"chr1:23848468",11628,13724,10986,15820,12443
"chr1:23848469",11607,13709,10957,15740,12434
"chr1:23848470",11651,13743,10971,15758,12444
"chr1:23848471",11613,13707,10946,15727,12405
"chr1:23848472",11638,13730,10944,15732,12423
"chr1:23848473",11579,13628,10884,15640,12332
"chr1:23848474",11682,13747,10887,15682,12369
"chr1:23848475",11624,13615,10803,15581,12297
"chr1:23848476",11113,12955,10405,15144,11707
"chr1:23848477",11102,12951,10397,15119,11685
"chr1:23848478",11083,12948,10360,15031,11627
"chr1:23848479",10989,12845,10298,14900,11578
"chr1:23848480",10974,12840,10281,14900,11551
"chr1:23848481",10936,12787,10234,14783,11538
"chr1:23848482",10945,12820,10231,14762,11513
"chr1:23848483",10940,12764,10211,14789,11527
"chr1:23848484",10918,12735,10196,14707,11501
"chr1:23848485",10719,12540,10033,14493,11296
"chr1:23848486",10670,12507,10019,14487,11290
"chr1:23848487",10728,12568,10044,14482,11296
"chr1:23848488",10677,12510,9998,14321,11237
"chr1:23848489",10690,12471,9992,14300,11234
"chr1:23848490",10719,12538,10001,14306,11267
"chr1:23848491",10686,12505,9955,14217,11218
"chr1:23848492",10660,12486,9933,14149,11179
"chr1:23848493",10693,12566,9981,14149,11217
"chr1:23848494",10631,12471,9853,13999,11018
"chr1:23848495",9996,11925,9331,13366,10473
"chr1:23848496",9902,11754,9242,13051,10322
"chr1:23848497",9718,11601,9061,12847,10113
"chr1:23848498",9710,11577,9063,12771,10098
"chr1:23848499",9664,11524,9038,12709,10053
"chr1:23848500",9629,11499,8971,12642,10027
"chr1:23848501",9625,11529,9004,12684,10063
"chr1:23848502",9611,11508,8997,12692,10072
"chr1:23848503",9595,11462,8974,12629,10057
"chr1:23848504",9671,11527,9030,12574,10099
"chr1:23848505",9654,11482,9018,12490,10066
"chr1:23848506",9554,11380,8954,12375,9969
"chr1:23848507",9514,11269,8952,12299,9929
"chr1:23848508",9454,11221,8890,12176,9857
"chr1:23848509",9424,11189,8873,12157,9827
"chr1:23848510",9214,11044,8722,11965,9603
"chr1:23848511",9182,11021,8698,11918,9589
"chr1:23848512",9172,10963,8651,11861,9552
"chr1:23848513",8946,10775,8475,11699,9364
"chr1:23848514",8772,10519,8289,11486,9234
"chr1:23848515",8644,10418,8202,11346,9139
"chr1:23848516",8597,10342,8155,11305,9074
"chr1:23848517",8484,10179,8058,11152,8958
"chr1:23848518",8238,9949,7931,10964,8724
"chr1:23848519",8228,9957,7903,10982,8720
"chr1:23848520",8172,9889,7871,10880,8674
"chr1:23848521",8164,9809,7844,10842,8638
"chr1:23848522",8090,9720,7760,10744,8511
"chr1:23848523",7899,9536,7567,10481,8320
"chr1:23848524",7913,9537,7567,10477,8317
"chr1:23848525",7758,9256,7417,10281,8172
"chr1:23848526",7697,9244,7332,10188,8124
"chr1:23848527",7555,9066,7249,10035,8021
"chr1:23848528",7515,9018,7218,9951,7993
"chr1:23848529",7535,9027,7219,9930,7978
"chr1:23848530",7364,8852,7106,9802,7870
"chr1:23848531",7420,8881,7106,9827,7883
"chr1:23848532",7399,8868,7078,9783,7873
"chr1:23848533",7345,8811,7040,9730,7834
"chr1:23848534",7306,8724,6979,9626,7773
"chr1:23848535",7220,8635,6902,9495,7665
"chr1:23848536",7125,8457,6764,9302,7530
"chr1:23848537",7021,8156,6614,9081,7372
"chr1:23848538",6448,7630,6207,8623,6873
"chr1:23848539",6097,7344,5897,8316,6610
"chr1:23848540",6039,7260,5829,8233,6547
"chr1:23848541",6026,7263,5833,8197,6545
"chr1:23848542",6014,7222,5816,8179,6533
"chr1:23848543",5994,7193,5792,8162,6501
"chr1:23848544",5992,7197,5767,8102,6497
"chr1:23848545",5903,7056,5692,8030,6428
"chr1:23848546",5716,6879,5505,7817,6270
"chr1:23848547",5202,6329,5049,7258,5756
"chr1:23848548",5111,6206,4944,7125,5635
"chr1:23850875",4131,4583,4413,5904,5104
"chr1:23850876",4277,4769,4597,6162,5258
"chr1:23850877",4284,4790,4609,6185,5289
"chr1:23850878",4297,4835,4626,6218,5318
"chr1:23850879",3991,4444,3976,5301,4762
"chr1:23850880",4349,4841,4660,6217,5347
"chr1:23850881",4356,4850,4674,6250,5350
"chr1:23850882",4360,4867,4688,6262,5355
"chr1:23850883",4282,4825,4644,6191,5346
"chr1:23850884",4254,4749,4536,6028,5252
"chr1:23850885",4326,4857,4637,6219,5363
"chr1:23850886",4426,4939,4742,6302,5456
"chr1:23850887",4436,4963,4746,6319,5463
"chr1:23850888",4438,4963,4736,6304,5448
"chr1:23850889",4154,4639,4290,5572,5048
"chr1:23850890",4397,4910,4718,6231,5410
"chr1:23850891",4403,4942,4733,6253,5447
"chr1:23850892",4378,4951,4710,6182,5440
"chr1:23850893",4535,5092,4818,6415,5555
"chr1:23850894",4327,4915,4505,5914,5256
"chr1:23850895",4516,5193,4826,6430,5553
"chr1:23850896",4617,5259,4941,6578,5662
"chr1:23850897",4646,5310,4964,6652,5697
"chr1:23850898",4492,5150,4789,6296,5535
"chr1:23850899",4754,5404,5037,6746,5808
"chr1:23850900",4626,5272,4827,6360,5592
"chr1:23850901",4768,5430,5062,6757,5856
"chr1:23850902",4766,5460,5004,6579,5856
"chr1:23850903",4791,5488,5030,6607,5855
"chr1:23850904",4810,5494,5057,6597,5879
"chr1:23850905",4824,5535,5077,6627,5942
"chr1:23850906",4808,5541,5071,6620,5922
"chr1:23850907",4803,5525,5081,6662,5968
"chr1:23850908",4850,5525,5060,6694,5949
"chr1:23850909",4963,5641,5226,6924,6116
"chr1:23850910",4912,5603,5180,6867,6074
"chr1:23850911",4940,5634,5238,6947,6137
"chr1:23850912",5178,5861,5406,7300,6366
"chr1:23850913",5319,5996,5517,7542,6495
"chr1:23850914",5524,6160,5665,7774,6667
"chr1:23850915",5597,6212,5730,7871,6765
"chr1:23850916",5565,6177,5695,7841,6734
"chr1:23850917",5695,6304,5815,8038,6880
"chr1:23850918",5747,6364,5811,8087,6951
"chr1:23850919",5728,6362,5816,8116,6956
"chr1:23850920",5597,6246,5735,8030,6888
"chr1:23850921",5528,6235,5698,7983,6835
"chr1:23850922",5525,6250,5719,7998,6821
"chr1:23850923",5406,6168,5632,7902,6735
"chr1:23850924",5523,6331,5742,8101,6888
"chr1:23850925",5621,6513,5817,8254,7026
"chr1:23850926",5636,6511,5830,8350,7083
"chr1:23850927",5596,6465,5820,8302,7041
"chr1:23850928",5390,6294,5655,8153,6874
"chr1:23850929",5433,6307,5680,8204,6894
"chr1:23850930",5476,6345,5708,8309,6941
"chr1:23850931",5476,6341,5719,8328,6949
"chr1:23850932",5629,6452,5817,8497,7071
"chr1:23850933",5635,6449,5827,8513,7086
"chr1:23850934",5621,6496,5857,8584,7124
"chr1:23850935",5626,6492,5864,8616,7121
"chr1:23850936",5590,6455,5816,8589,7056
"chr1:23850937",5397,6279,5655,8417,6917
"chr1:23850938",5431,6334,5657,8469,6949
"chr1:23850939",5440,6353,5674,8484,6986
"chr1:23850940",5454,6383,5714,8530,7043
"chr1:23850941",5470,6395,5716,8550,7057
"chr1:23850942",5471,6375,5734,8549,7076
"chr1:23850943",5482,6390,5738,8566,7077
"chr1:23850944",5445,6369,5684,8528,7033
"chr1:23850945",5402,6330,5646,8508,7003
"chr1:23850946",5384,6311,5614,8471,6977
"chr1:23850947",5358,6299,5599,8454,6927
"chr1:23850948",5560,6469,5805,8695,7129
"chr1:23850949",5561,6477,5803,8735,7159
"chr1:23850950",5504,6409,5716,8632,7078
